name,positive_ratio,total_reviews,price,owners_mid,average_playtime,median_playtime,genre_Indie,genre_Action,genre_Adventure,genre_Casual,genre_Strategy,genre_Simulation,genre_RPG,genre_Early Access,genre_Free to Play,genre_Sports,cat_Single-player,cat_Steam Achievements,cat_Steam Trading Cards,cat_Steam Cloud,cat_Full controller support,cat_Partial Controller Support,cat_Multi-player,cat_Steam Leaderboards,kmeans_cluster,dbscan_cluster
Toukiden 2,0.7952286282306164,1006,49.99,35000.0,3315,3315,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,-1
Far Cry 3 - Blood Dragon,0.8807287218901224,10539,12.49,1500000.0,249,201,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,-1
Fabulous Food Truck,0.5096153846153846,104,2.09,35000.0,202,202,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,-1
Allumette,0.9672489082969432,458,0.0,75000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
UNDER NIGHT IN-BIRTH Exe:Late[st],0.940754039497307,557,30.99,35000.0,168,202,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,2,-1
FTL: Faster Than Light,0.963203072057827,44270,6.99,3500000.0,1111,633,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,-1
Obliteracy,0.7058823529411765,17,0.0,10000.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4,-1
Clustertruck,0.9026495383380169,4982,10.99,350000.0,211,303,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,-1
Wave Magic VR,0.6956521739130435,23,4.79,10000.0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,-1
RPS Runner,1.0,11,0.79,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Face It - A game to fight inner demons,0.7832469775474957,1158,2.79,150000.0,430,468,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Hex-Up,0.9090909090909091,22,0.79,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
MotoGP™15 Compact,0.5567010309278351,97,6.99,10000.0,126,126,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,4,-1
Letzte Worte VR,0.9285714285714286,14,0.0,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Weird Dungeon Explorer: Defender,0.23684210526315788,38,0.79,35000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Pirates Deck,0.17647058823529413,34,1.99,10000.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,-1
Seinarukana -The Spirit of Eternity Sword 2-,0.8947368421052632,19,22.99,10000.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,-1
Train Mechanic Simulator 2017,0.5920245398773006,326,5.79,35000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Wooden Floor 2 - Resurrection,0.5227272727272727,44,1.69,35000.0,241,241,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,-1
Tailwind,0.9583333333333334,24,1.99,10000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Piggy Poggy Pog,0.6694915254237288,118,2.89,10000.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
Systematic Immunity,0.9230769230769231,13,4.99,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Bladed Fury,0.8430832759807295,1453,7.19,150000.0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,-1
Golfing Over It with Alva Majo,0.6840579710144927,690,3.99,150000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
The Melody of Dust,0.8,10,3.99,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Relik,0.8827586206896552,145,0.0,35000.0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,4,-1
JOLT: Super Robot Racer,0.7272727272727273,11,4.79,10000.0,8,8,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,-1
Cynoclept: The Game,0.5483870967741935,31,0.79,10000.0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,-1
Bang Bang Racing,0.7944862155388471,399,7.99,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2,-1
Magnetis ,0.7857142857142857,42,1.49,10000.0,49,49,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,-1
Deserter Simulator,0.546875,64,6.99,10000.0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
She Remembered Caterpillars,0.9585798816568047,169,8.99,35000.0,34,63,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
gShift,0.35714285714285715,14,0.79,10000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Tomoyo After ~It's a Wonderful Life~ English Edition,0.9523809523809523,252,14.99,35000.0,280,280,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,2,-1
Super Panda Adventures,0.9658605974395448,703,3.99,35000.0,135,135,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,-1
The Explorer of Night,0.8181818181818182,11,1.69,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-1
The Great Race,1.0,11,6.99,10000.0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
Hellblade: Senua's Sacrifice,0.9180737109658679,22032,24.99,750000.0,455,477,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Primal Carnage,0.7707105719237435,5770,5.59,350000.0,423,470,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1
Blitzkrieg Anthology,0.8839285714285714,560,3.99,150000.0,14,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Dissimilated Land,0.7796610169491526,118,9.29,10000.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,-1
Wrath of Loki VR Adventure,0.6363636363636364,44,2.09,10000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,-1
The Turkey of Christmas Past,0.7272727272727273,11,5.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Sky Battles,0.32,25,1.69,10000.0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,2,-1
Fallstreak,0.8192771084337349,83,0.0,10000.0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1
Legions of Steel,0.6,35,14.99,10000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4,-1
Goodnight Butcher,0.6170212765957447,47,1.59,35000.0,226,226,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
CRAKEN,0.5789473684210527,19,2.09,10000.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,-1
Nightmares from the Deep: The Cursed Heart,0.9289940828402367,1183,6.99,150000.0,61,61,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Dragon Bros,0.9259259259259259,27,6.99,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
The Last Federation,0.7530266343825666,413,14.99,75000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Rogalia,0.7097701149425287,348,0.0,10000.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,-1
Idle Hunter,0.627906976744186,43,0.79,10000.0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,4,-1
Throttle Powah VR,0.8048780487804879,41,6.19,10000.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,-1
Sky Tower,0.6666666666666666,12,3.99,10000.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Tsukumogami,0.66,50,22.99,75000.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
25 Cadre of Death,0.6551724137931034,29,4.79,10000.0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Puzzle Station 15th Anniversary Retro Release,0.6551724137931034,29,2.79,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Limberjack,0.5925925925925926,27,0.0,10000.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,-1
Zombie Apocalypse: Escape The Undead City,0.3283582089552239,67,0.79,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
Cherry Tree High Comedy Club,0.8526119402985075,536,5.59,75000.0,222,222,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,-1
Castle,0.6626016260162602,246,3.99,75000.0,174,182,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,-1
"Haters, kill them all!",0.36363636363636365,22,0.79,10000.0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
The God's Chain,0.31875,320,5.59,75000.0,221,240,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,-1
Disney Bolt,0.7352941176470589,34,15.49,10000.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,-1
Inferno 2,0.9117647058823529,34,3.99,10000.0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,-1
Robot Fighting,0.3076923076923077,13,3.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,-1
Virtual Rides 3 - Funfair Simulator,0.7379912663755459,229,18.99,35000.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Cross of the Dutchman,0.7443365695792881,309,5.99,35000.0,62,62,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,-1
Once upon a time,0.3333333333333333,15,0.0,10000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
1943 Berlin Blitz,0.9448818897637795,127,0.0,35000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
Gnome Light,0.26666666666666666,15,3.99,10000.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Detective Grimoire,0.9476793248945148,1185,5.19,75000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2
LeftWay,0.8235294117647058,17,9.99,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,-1
Phineas and Ferb: New Inventions,0.4166666666666667,12,15.49,10000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
The Kite,0.8575581395348837,344,0.0,150000.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1
The Seasons,0.8409090909090909,44,5.79,10000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-1
Solitaire Royale,0.6451612903225806,31,0.0,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Progress Bar Simulator,1.0,15,0.99,10000.0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,-1
.hack//G.U. Last Recode,0.8774094063222821,1297,39.99,75000.0,85,85,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,-1
Epic Manager - Create Your Own Adventuring Agency!,0.7106598984771574,197,13.59,35000.0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,-1
Acan's Call: Act 1,0.83125,320,0.0,75000.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
Mist Survival,0.8275541795665635,3230,8.29,150000.0,3925,7837,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-1
Devoid of Shadows,0.6976744186046512,129,6.19,10000.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
Frankenstein: Beyond the Time,0.6190476190476191,21,10.99,10000.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
SATAZIUS,0.8978723404255319,235,4.79,75000.0,87,124,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,2,-1
