name,positive_ratio,total_reviews,price,owners_mid,average_playtime,median_playtime,genre_Indie,genre_Action,genre_Adventure,genre_Casual,genre_Strategy,genre_Simulation,genre_RPG,genre_Early Access,genre_Free to Play,genre_Sports,cat_Single-player,cat_Steam Achievements,cat_Steam Trading Cards,cat_Steam Cloud,cat_Full controller support,cat_Partial Controller Support,cat_Multi-player,cat_Steam Leaderboards,kmeans_cluster,dbscan_cluster
Command & Conquer: Red Alert 3 - Uprising,0.8001104362230812,1811,9.99,1500000.0,136,205,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Board Battlefield,0.4782608695652174,23,1.69,10000.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4,-1
Let's Go There And Wander Nowhere,0.5806451612903226,31,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Khimera: Destroy All Monster Girls,0.9535822401614531,991,0.0,150000.0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,2,-1
Spellwake,0.8,100,0.0,10000.0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,-1
Claybook,0.7272727272727273,176,11.39,10000.0,44,44,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,-1
Blackjack Bailey VR,0.5454545454545454,11,3.99,10000.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
"1,000 Heads Among the Trees",0.5542168674698795,83,4.99,75000.0,4275,4245,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
Cell HD: emergence,0.3333333333333333,12,4.79,10000.0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
MONMUSU * FIGHT!,0.7058823529411765,17,5.79,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,-1
Crazy Machines,0.8032786885245902,122,6.99,75000.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Achievement Collector: Cat,0.39215686274509803,51,20.0,10000.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Derelict Redux,0.5263157894736842,19,3.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-1
Dead Drop,0.8,15,4.79,10000.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,-1
Pacific Liberation Force,0.2857142857142857,14,3.99,10000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Heartbreak High: A Break-Up Simulator,0.8823529411764706,17,3.99,10000.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Dinosaur Hunt First Blood,0.42276422764227645,123,3.99,10000.0,5,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Bric - The Casual Indie Game,0.9,10,1.59,10000.0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
AltspaceVR—The Social VR App,0.7980535279805353,411,0.0,150000.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,4,-1
Zone of Lacryma,0.9166666666666666,12,5.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,-1
Oik 5,0.9705882352941176,34,0.79,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Demon Hearts,0.8275862068965517,58,2.79,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,-1
Agarest: Generations of War Zero,0.7560975609756098,328,14.99,75000.0,943,943,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,2,-1
Hot Squat,0.9425287356321839,87,0.0,35000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,-1
Trulon: The Shadow Engine,0.6785714285714286,56,14.99,10000.0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,-1
Board Defenders,0.9411764705882353,17,3.99,10000.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,2,-1
Bear Haven Nights,0.8536585365853658,41,3.99,35000.0,273,278,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
Bot Vice,0.9529816513761468,872,9.99,75000.0,174,174,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,-1
Megatronic Void,0.1,10,2.79,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1
Blacksmith Run,1.0,13,0.79,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Antenna Dilemma,0.9375,16,0.0,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
ASRECorp,0.7297297297297297,37,0.99,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
Nepenthe,0.9772727272727273,44,3.99,10000.0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-1
Predestination,0.6379310344827587,58,24.99,10000.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Veil of Crows,0.6415584415584416,385,10.99,10000.0,131,131,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-1
Sky Hunter,0.5151515151515151,33,8.29,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,-1
My Lands: Black Gem Hunting,0.8523076923076923,3250,0.0,350000.0,4,4,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,4,-1
Farm Frenzy: Heave Ho,0.9375,48,3.99,10000.0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,-1
Heavy Memories,0.8,15,3.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-1
Day of Infamy,0.8191003539216806,17518,11.39,750000.0,3902,7455,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-1
Sweezy Gunner,0.832579185520362,221,2.79,35000.0,183,183,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
Duck Season,0.8587570621468926,531,14.99,35000.0,49,49,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
9-nine-:Episode 1,0.9205298013245033,151,15.49,10000.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Zeno Clash 2,0.7490196078431373,1020,10.99,350000.0,156,190,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,-1
Dungeon of the Endless™,0.8764907309009328,8469,8.99,750000.0,648,295,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,-1
Flight of the Icarus,0.39094650205761317,243,3.99,75000.0,22,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Realms of Chaos,0.76,25,3.99,35000.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
Choice,0.7777777777777778,18,2.09,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Space Tycoon | 星际大亨,0.4666666666666667,15,13.49,10000.0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Legendary Eleven: Epic Football,0.7818181818181819,55,11.99,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,4,-1
RapStar Tycoon,0.18181818181818182,11,2.09,10000.0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,-1
Life Game,0.6923076923076923,13,3.99,10000.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
Avorion,0.8890746934225195,3588,13.59,150000.0,3584,4993,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,4,-1
Moorhuhn (Crazy Chicken),0.8781512605042017,238,1.59,75000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
EMERGENCY 4 Deluxe,0.5974025974025974,77,13.99,10000.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,-1
Table Top Racing: World Tour,0.7521551724137931,464,7.19,75000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-1
Divinity: Original Sin 2 - Definitive Edition,0.9471346735609003,46609,29.99,3500000.0,2938,1953,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,-1
Titans of Space PLUS,0.9366197183098591,142,5.59,10000.0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
Whitetail Challenge,0.2727272727272727,11,2.79,10000.0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Chopper: Attack helicopters,0.5555555555555556,18,0.0,10000.0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
Epsilon corp.,0.6597222222222222,144,3.19,75000.0,229,238,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
CONFLICT OF NATIONS: WORLD WAR 3,0.4896551724137931,290,0.0,150000.0,11,11,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,4,-1
Choice of the Cat,0.8571428571428571,14,5.19,10000.0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,-1
Evochron Legacy,0.8148148148148148,270,18.99,10000.0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,-1
Sudden Strike 3,0.640625,64,4.79,35000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,-1
Pocket Kingdom,0.9591836734693877,98,4.99,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Lunch Truck Tycoon,0.64453125,256,0.79,35000.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Super Mr. Kake,0.38461538461538464,13,3.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
LIBERTY VR,0.5,10,5.59,10000.0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1
春风 | Spring Breeze,0.627906976744186,43,0.79,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Who's Your Daddy,0.7224033190102237,13498,3.99,1500000.0,103,70,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,-1
Session Seven,0.9166666666666666,60,0.0,10000.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1
House of Evil 2,0.35714285714285715,14,10.29,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Midnight at the Celestial Palace: Chapter I,1.0,20,3.99,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Gyromancer,0.5232067510548524,237,3.99,150000.0,73,73,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-1
Draw a Stickman: EPIC 2,0.8090277777777778,288,3.99,35000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Killer Instinct,0.8814363143631436,1476,29.99,75000.0,203,270,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,-1
Monkey King Saga,0.1,10,3.99,10000.0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
School of Dragons,0.5100578671810416,3629,0.0,1500000.0,272,54,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,-1
Until the last,0.6875,16,1.59,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
ACE Academy,0.9572192513368984,1122,14.99,35000.0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,-1
UNDEAD FACTORY:Zombie Pandemic,0.5142857142857142,70,0.0,35000.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4,-1
Ruzar - The Life Stone,0.7272727272727273,88,9.99,10000.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-1
Quests Unlimited,0.6,10,3.99,10000.0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,2,-1
ALICE VR,0.4305555555555556,144,6.99,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Battles of the Ancient World,0.5,10,6.99,10000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Final Assault,0.9920634920634921,126,23.79,10000.0,60,60,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,2,-1
Through the Woods,0.7376,625,15.99,35000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Monsters and Monocles,0.8350515463917526,97,10.99,10000.0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,-1
Out of the Park Baseball 18,0.9258114374034003,647,15.49,150000.0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,4,-1
Balloon Chair Death Match,0.7592592592592593,54,2.89,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1
Material Girl,0.9143989431968296,7570,1.59,350000.0,221,202,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,-1
Waba,0.75,12,3.99,10000.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
The Wilting Amaranth,0.8611111111111112,36,3.99,10000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
Bullyparade - DER Spiel,0.2857142857142857,14,6.99,10000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
Flem,0.9444444444444444,18,4.79,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,-1
Shooty Fruity,0.9431818181818182,88,15.99,10000.0,158,158,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,-1
Sakura MMO,0.8095238095238095,42,7.19,10000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,4,-1
Jack Lumber,0.6355685131195336,343,3.99,150000.0,140,140,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,-1
DIG IT! - A Digger Simulator,0.582089552238806,134,8.89,35000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,-1
8BitMMO,0.5886524822695035,4794,0.0,750000.0,31,31,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,-1
Assassins vs Pirates,0.7831325301204819,83,5.59,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,-1
Infectonator: Survivors,0.672463768115942,690,6.99,75000.0,435,435,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,-1
TREBUCHET,0.7647058823529411,34,4.79,10000.0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4,-1
Phoenix Dynasty 2,0.40773809523809523,336,0.0,75000.0,73,73,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,4,-1
Re;Lord 1 ~The witch of Herfort and stuffed animals~,0.8,20,7.19,10000.0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-1
Flairtender,0.8275862068965517,29,7.19,10000.0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
Damascus Gear Operation Osaka HD Edition,0.6923076923076923,13,15.49,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-1
Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored,0.7625,80,4.79,10000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Zone 22,0.14285714285714285,14,5.59,10000.0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,-1
BattleSky VR,0.9583333333333334,24,10.29,10000.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,-1
Rocksmith® 2014 Edition - Remastered,0.9124986137296218,9017,25.99,750000.0,6704,7089,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,2,-1
The Momo Game,0.32075471698113206,53,1.69,35000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Middle-earth™: Shadow of War™,0.7786292541067358,25446,34.99,1500000.0,1587,1265,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,-1
KillStreak.tv,0.7872340425531915,94,0.0,35000.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,-1
Spheroids,0.8235294117647058,17,5.59,10000.0,234,234,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,-1
Disciples III - Resurrection,0.34838709677419355,155,9.99,150000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Spareware,0.8095238095238095,21,1.69,10000.0,23,23,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Death to Spies,0.7469458987783595,573,3.99,150000.0,64,84,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
Derrek Quest V Regression,0.4864864864864865,37,0.79,10000.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Schatte ～The Witch and the Fake Shadow～ / 魔女と偽りの影,0.6842105263157895,19,2.09,10000.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-1
Fantasy Strike,0.876984126984127,252,14.99,10000.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-1
Total Extreme Wrestling 2013,0.8787878787878788,33,14.99,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,-1
Pan Panda,0.8424657534246576,146,0.0,35000.0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,-1
.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,0.7941176470588235,68,4.79,10000.0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Space Elite Force,0.9574468085106383,47,0.79,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,-1
BRAIN / OUT,0.7979913916786227,10455,0.0,1500000.0,1433,77,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,-1
Caligo,0.7638095238095238,525,4.79,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Bik - A Space Adventure,0.9512195121951219,41,3.99,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
天风之光 ~ Touhou Fan of Destiny,0.06451612903225806,31,10.29,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Tower Fortress,0.8846153846153846,52,3.99,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,-1
Dispersio,0.96,50,0.79,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,-1
MXGP2 - The Official Motocross Videogame,0.7091836734693877,392,15.49,35000.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,-1
PowersVR,0.8421052631578947,38,6.99,10000.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
Mu Complex,0.8366013071895425,153,5.99,10000.0,11,11,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2
Mind Spheres,0.7992202729044834,513,0.79,350000.0,219,274,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,-1
White Day: A Labyrinth Named School,0.670468948035488,789,22.99,35000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,-1
Nicole,0.696078431372549,102,13.99,10000.0,291,291,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,-1
Micronomicon: Heroes,0.8461538461538461,13,3.99,10000.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
Orczz,0.5333333333333333,15,1.99,10000.0,372,372,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,-1
Twisted Sails,0.6363636363636364,11,0.0,10000.0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,-1
Just Get Through,0.8838383838383839,198,3.99,35000.0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,-1
Airstrike HD,0.5457227138643068,339,1.69,350000.0,347,354,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,-1
Asteroids Millennium,0.8,10,5.59,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,-1
Istrolid,0.8731034482758621,2175,0.0,350000.0,20,31,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4,-1
Guilds Of Delenar,1.0,25,11.39,10000.0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4,-1
Beast Battle Simulator,0.8341836734693877,392,6.99,35000.0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4,-1
Diabolic,0.912621359223301,103,2.89,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Evolution,0.6521739130434783,23,2.89,10000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Train Simulator 2019,0.6163635056438277,13909,34.99,1500000.0,287,385,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,-1
Maximum Action,0.8738461538461538,325,11.39,10000.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1
ESCHATOS,0.9529411764705882,85,10.99,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,-1
Tentlan,0.43209876543209874,81,0.0,35000.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4,-1
Neon Space 2,0.7429577464788732,284,4.99,150000.0,301,374,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
A Shawn Story,0.25,24,0.79,10000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Pixel Sand,0.8888888888888888,27,0.0,10000.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,4,-1
Army Men RTS,0.8444444444444444,180,4.69,35000.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Technosphere - Collector's Edition,0.8666666666666667,15,5.19,10000.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
Foreign Legion: Buckets of Blood,0.6237288135593221,295,3.99,75000.0,160,160,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,-1
Haunted Dungeons: Hyakki Castle,0.5909090909090909,22,10.99,10000.0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,-1
Stranded In Time,0.8028169014084507,71,1.59,35000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
Spirit of the Ancient Forest,0.24,25,3.99,10000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Innoquous 5,0.9230769230769231,13,0.79,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,-1
Tank of War-VR,0.5454545454545454,11,15.49,10000.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,4,-1
Mystic Saga,0.6515151515151515,132,3.99,75000.0,306,306,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
灵文西游,0.75,20,2.09,10000.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
Impire,0.44533333333333336,375,14.99,150000.0,76,76,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,4,-1
The first thrust of God,0.16,25,5.19,35000.0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,4,-1
The Colonists,0.8126888217522659,331,19.49,35000.0,142,142,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-1
Spuds Unearthed,0.9333333333333333,30,15.49,10000.0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
Close Your Eyes [Old Version],0.8835227272727273,704,0.0,150000.0,9,17,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,-1
Odd||Even,0.550561797752809,89,0.79,35000.0,266,266,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,4,-1
Catan VR,0.8,40,11.39,10000.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,-1
Production Line : Car factory simulation,0.8669225847728727,1563,19.49,75000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Arma 2: Operation Arrowhead,0.9208936569107384,19202,11.99,3500000.0,8488,1120,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4,-1
Dehumanized,0.7204301075268817,93,1.69,10000.0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,-1
Dragon's Prophet,0.6898954703832753,861,0.0,350000.0,152,183,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,-1
2084,0.7090909090909091,55,7.19,10000.0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,-1
How To Make Your Grandpa Happy,0.8235294117647058,51,0.0,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Bad Sector HDD,0.9166666666666666,36,0.79,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
Street Heat,0.7727272727272727,22,5.79,10000.0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,-1
Prince of Persia®: The Sands of Time,0.8719832109129066,953,8.59,350000.0,167,167,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Spellbind : Luppe's tale,0.5,16,1.99,10000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
